Date,Area_Ave,Area_Max,Area_Med,Area_Min,Area_Qt1,Area_Qt3,Area_count,Diameter_Ave,Diameter_Max,Diameter_Med,Diameter_Min,Diameter_Qt1,Diameter_Qt3,Diameter_count,LongDia_Ave,LongDia_Max,LongDia_Med,LongDia_Min,LongDia_Qt1,LongDia_Qt3,LongDia_count,Perimeter_Ave,Perimeter_Max,Perimeter_Med,Perimeter_Min,Perimeter_Qt1,Perimeter_Qt3,Perimeter_count,ShortDia_Ave,ShortDia_Max,ShortDia_Med,ShortDia_Min,ShortDia_Qt1,ShortDia_Qt3,ShortDia_count
201903140828,123.3444181,8070,31,5,17,117.75,842,9.71196479,101.365887,6.282549,2.523133,4.652426,12.244323,842,10.86643087,133.323746,7,2,4,14.64764425,842,39.27130404,416.482,25.07,9.414,17.07,50.382,842,8.009962387,79.846252,4.817151,0.707107,3,10,842
201903140829,107.2361624,7577,31,5,18,113,813,9.137235859,98.220853,6.282549,2.523133,4.787307,11.994835,813,10.19236115,141.660431,7,2,4,13.096924,813,37.26263961,435.972,26.14,9.414,17.07,47.452,813,7.453692284,94,5,0.707107,3,10,813
201903140830,111.5189718,2925,34,5,18,109,817,9.481116109,61.026434,6.579525,2.523133,4.787307,11.780624,817,10.44623973,82.841934,7,2,4,13.914021,817,39.06151285,440.558,26.726,9.414,17.07,48.624,817,7.894405696,63.236008,5,0.83205,3,10,817
201903140831,108.5831266,4306,29,5,17,100.75,806,9.263691974,74.044375,6.076508,2.523133,4.652426,11.3260005,806,10.29460275,126.186417,6.7082035,1.414213,4,13,806,37.81868983,514.444,24.898,9.414,17.07,46.3565,806,7.618758146,61.20998,4.3493085,0,3,9.829789,806
201903140832,120.1340076,18433,27,5,17,111.5,791,9.187647836,153.197991,5.86323,2.523133,4.652426,11.9149275,791,10.15260605,168.233154,6.008327,2,4,14,791,37.25281163,676.404,23.898,9.414,16.828,48.624,791,7.552260059,164.754654,4.24264,0.707107,3,9.992302,791
201903140833,95.40920716,2733,22,5,17,99.5,782,8.741207552,58.989522,5.292567,2.523133,4.652426,11.25544,782,9.713392575,95.960548,5.941742,1.414213,4,12.727921,782,35.31490793,388.38,21.898,9.414,16.828,44.624,782,7.049860449,49.593735,4,0.707107,3,9.2616725,782
201903140834,131.4017972,15135,36,5,18,114.5,779,9.607575282,138.818156,6.770275,2.523133,4.787307,12.0741555,779,10.86927267,213.757507,7.155417,2,4,14,779,39.56640565,1019.166,26.484,10,17.07,48.917,779,7.87496547,141.816727,5,0.894427,3,10,779
201903140835,138.127295,7690,34,5,17,127,817,10.0095251,98.950554,6.579525,2.523133,4.652426,12.716187,817,11.41662697,120.282822,7,2,4,14,817,41.39746634,404.864,26.726,9.414,16.828,49.796,817,8.262353972,101.787491,5,0.707107,3,11,817
201903140836,133.7819083,8673,40,5,18,120.5,807,9.903176994,105.084759,7.136496,2.523133,4.787307,12.3864725,807,11.15618419,105.048332,7.905694,1.414213,4,15,807,40.15999257,446.316,28.484,9.414,17.07,50.624,807,8.124193663,101.58036,5.09902,0.707107,3,10,807
201903140837,114.9863693,4287,30,5,17,113,807,9.440411204,73.880836,6.180387,2.523133,4.652426,11.994835,807,10.64322362,95.548172,6.36396,2,4,14,807,38.9350632,307.718,23.898,9.414,17.07,48.866,807,7.737774682,73,4.743416,1,3,9.8817165,807
201903140838,129.1182654,7450,29,5,18,112,761,9.666715445,97.394223,6.076508,2.523133,4.787307,11.941643,761,10.96899178,118.707092,6.26099,1.414213,4,13.883551,761,39.97649934,477.908,23.898,9.414,17.07,47.796,761,7.959766837,84.214371,4.706788,0.707107,3,9.899494,761
201903140839,118.8917275,3680,34,5,18,134,822,9.8131468,68.450869,6.579525,2.523133,4.787307,13.061933,822,11.15803403,120.323044,7,1.414213,4,15.19867775,822,40.09188808,369.654,25.898,9.414,17.07,53.452,822,8.061716746,48.840668,5,0.894427,3,11,822
201903140840,110.3602015,5772,24,5,17,99,794,9.004732659,85.727117,5.527906,2.523133,4.652426,11.227231,794,10.96678709,432.533722,6,1.414213,4,13,794,39.40634005,1267.14,22.898,9.414,16.828,45.468,794,7.216668773,77.392365,4,1,3,9.3479785,794
201903140841,115.7219251,9693,25,5,18,100.25,748,9.054041365,111.092353,5.641896,2.523133,4.787307,11.2978615,748,10.19755772,116.384628,6,2,4,12.7001515,748,37.2659492,492.94,23.898,9.414,17.07,45.0285,748,7.361468134,108.461548,4.1170335,0.632455,3,9,748
201903140842,145.8232258,25472,27,5,18,111.5,775,9.482903141,180.088749,5.86323,2.523133,4.787307,11.9149275,775,10.9597632,347.26123,6,1.414213,4,14,775,39.02115097,1167.268,23.898,9.414,17.07,48.694,775,7.604882734,116.225151,4.24264,0,3,9.8994945,775
201903140843,116.2872629,5655,25,5,18,105.75,738,9.285092587,84.853813,5.641896,2.523133,4.787307,11.60364275,738,10.54497075,146.85495,6.001225,2,4,13.29059825,738,38.25840108,432.24,23.191,9.414,17.07,46.9775,738,7.528992774,77.043335,4,0.707107,3,9.192388,738
201903140844,90.11988304,1437,24,5,18,97,684,8.644098477,42.774352,5.527906,2.523133,4.787307,11.113246,684,9.64897255,71.936913,5.761526,1.414213,4,12.2324825,684,35.41260526,278.814,22.777,9.414,17.07,44.124,684,6.993388491,39.556759,4.024922,0,3,9,684
201903140845,111.1133231,4430,21,5,18,97,653,9.088906492,75.102937,5.170883,2.523133,4.787307,11.113246,653,10.04893242,79.230919,5.6921,2,4,12,653,36.71223277,327.03,21.312,9.414,16.828,45.21,653,7.430027199,72.562965,4,1,3,9,653
201903140846,111.7602941,1578,23,5,17,118.25,680,9.402354884,44.823788,5.411516,2.523133,4.652426,12.270292,680,10.60257379,79.246048,6,2,4,13.421062,680,38.70894412,221.846,22.363,9.414,16.828,47.78,680,7.671617176,40.305084,4,1,3,10.2676625,680
201903140847,136.1122685,12017,30.5,5,18,109.5,864,9.712278749,123.695269,6.231468,2.523133,4.787307,11.807521,864,11.2819451,166.091309,7,1.414213,4,14.05822025,864,41.6406875,726.2,25.898,9.414,17.07,50.28,864,7.970723419,115.440216,4.797064,0.707107,3,9.91944325,864
201903140848,153.5358362,37374,31,5,18,119,879,9.729631312,218.142281,6.282549,2.523133,4.787307,12.309163,879,11.15018775,258.646088,7,2,4,14.142136,879,41.07646871,1055.956,25.554,9.414,17.656,50.522,879,8.044099143,211.981186,4.91935,0.894427,3,10.025964,879
201903140849,119.2941847,3447,31,5,18,116,877,9.611904468,66.248447,6.282549,2.523133,4.787307,12.153016,877,11.11623124,80.994385,7,2,4,14.175829,877,40.65930217,314.47,25.312,9.414,17.414,52.038,877,7.85231271,61.591011,4.949747,0.707107,3,10.285913,877
201903140850,130.0641026,2353,32,5,18,133.5,858,10.03954007,54.735113,6.383076,2.523133,4.787307,13.03747225,858,11.63622319,98.914177,7.035534,2,4,15.443307,858,42.26808159,333.782,27.191,9.414,17.07,53.9775,858,8.288017828,56.626522,4.949747,0.632455,3,10.58733775,858
201903140851,153.7750309,24766,34,5,19,118,809,9.842328439,177.575479,6.579525,2.523133,4.918491,12.257335,809,11.30697886,239.839371,7.155417,2,4,14.142136,809,41.61073177,749.996,27.312,9.414,17.656,49.796,809,8.133914811,139.757339,5,0.894427,3.638034,10,809
201903140852,118.2336218,5764,30,5,19,98,809,9.44623078,85.667688,6.180387,2.523133,4.918491,11.170384,809,11.03390644,104.762741,7,2,4,13,809,40.26093943,376.928,25.554,9.414,17.656,46.866,809,7.726052731,78.028786,4.949747,0.5547,3.535534,9,809
201903140853,129.3024772,5294,29,5,19,116,767,9.83243888,82.100732,6.076508,2.523133,4.918491,12.153016,767,11.38408346,89.300766,7,2,4,14,767,41.46554368,311.438,25.07,10,17.656,49.917,767,8.09646973,82.312019,4.472136,0.707107,3.535534,10,767
201903140854,126.1795213,3885,29,5,18,118.25,752,9.760676301,70.331612,6.076508,2.523133,4.787307,12.269804,752,11.39168942,81.550659,7,2,4,14.7369765,752,41.18459043,300.126,24.898,9.414,17.414,50.038,752,8.007059652,70.505615,4.657482,0.707107,3,10,752
201903140855,140.1976593,10716,26,5,19,103,769,9.705190494,116.807684,5.753627,2.523133,4.918491,11.451798,769,11.49358481,179.748611,6.36396,2,4,14,769,42.4020104,663.958,24.14,9.414,17.656,48.866,769,7.92589758,92.118698,4.24264,0.894427,3.535534,9.058079,769
201903140856,139.8181293,5946,29.5,5,15,103,1732,9.537616024,87.009668,6.1284475,2.523133,4.370194,11.451798,1732,11.35890016,154.833527,6.640783,1.414213,4,13.139967,1732,42.9786455,704.722,25.312,9.414,17.07,48.0985,1732,7.820665863,84.686333,4.949747,0.5547,3,9.70146825,1732
201903140857,128.4685083,2356,32,5,18,131,905,9.992638929,54.769995,6.383076,2.523133,4.787307,12.91489,905,11.70424073,86.538475,7.155417,2,4,15.114278,905,42.6362674,310.304,26.968,9.414,17.656,53.452,905,8.198815166,49.016014,5,0.727607,3,11,905
201903140858,145.9377086,5580,31,5,18,118,899,10.05642799,84.289244,6.282549,2.523133,4.787307,12.257335,899,12.06926337,147.16983,7,2,4,14.4319425,899,44.82360845,821.244,25.898,9.414,17.656,50.987,899,8.26005116,80.709877,4.91935,0.707107,3,10.1953885,899
201903140859,158.6421826,14114,31,5,16,104,953,9.825805889,134.054105,6.282549,2.523133,4.513517,11.507255,953,11.60945097,163.139618,7,2,4,13.335897,953,42.54110388,809.664,25.312,9.414,16.242,47.108,953,7.980707787,112.870689,4.949747,0,3,9.899494,953
201903140900,139.489,4270,41.5,5,19,153.25,1000,10.40043714,73.734204,7.2689425,2.523133,4.918491,13.9686635,1000,12.43140883,102.94883,8.488746,2,4,16.886316,1000,45.380388,469.908,30.726,9.414,18.242,57.7195,1000,8.662773572,68.211685,5.399567,0.83205,3.577708,11.7035785,1000
201903140901,166.3092037,20614,37,5,19,131,967,10.40557762,162.007901,6.863663,2.523133,4.918491,12.91489,967,12.63894083,161.428009,8,2,4,15,967,46.20576422,720.378,29.312,9.414,18.242,53.108,967,8.56617301,160.741882,5,0,4,11,967
201903140902,193.4897388,12100,34,5,18,139,1072,11.06097632,124.121708,6.579525,2.523133,4.787307,13.303394,1072,13.94907863,217.290405,7.778174,1.414213,4,16.621149,1072,51.38823321,730.468,28.433,9.414,17.656,58.315,1072,9.129776775,94.826035,5,0,3,11,1072
201903140903,179.9644309,15256,33,5,19,128.25,984,10.50616054,139.371957,6.482045,2.523133,4.918491,12.77859575,984,13.12562862,229.351776,7.6026305,1.414213,4,16.16006425,984,48.50369309,866.326,27.312,9.414,18.242,55.936,984,8.59279955,130.016327,4.949747,0.707107,3.535534,10.683521,984
201903140904,139.6332958,17863,30,5,19,113,889,9.70501944,150.810736,6.180387,2.523133,4.918491,11.994835,889,11.7225355,192.600006,7,2,4,14.285756,889,42.68420472,666.85,25.898,9.414,17.656,51.21,889,7.898566182,124.800003,4.91935,0.707107,3.535534,9.841853,889
201903140905,153.6332958,8857,26,5,18,109,889,9.933268052,106.193609,5.753627,2.523133,4.787307,11.780624,889,12.00064801,109.098572,6.36396,1.414213,4,14,889,44.54468166,511.22,23.898,9.414,17.656,47.796,889,8.187713147,104.355156,4.24264,0,3,9.170604,889
201903140906,139.1871477,4778,31,5,19,109,887,9.836330716,77.997042,6.282549,2.523133,4.918491,11.780624,887,11.80692898,122.161095,7,2,4,14.422205,887,43.47453213,494.392,25.554,9.414,17.656,51.21,887,8.022145616,64.697754,4.743416,0.894427,3.535534,9.6555865,887
201903140907,152.8841463,11429,24.5,5,19,111,820,9.80047244,120.631069,5.584901,2.523133,4.918491,11.888212,820,11.73206992,163.124313,6.324555,2,4,14,820,44.01240976,880.288,23.312,9.414,17.898,49.8565,820,8.134536162,149.50943,4.110961,0.894427,3.535534,9.95797,820
201903140908,145.1615385,5828,24,5,19,111.5,780,9.908228046,86.141976,5.527906,2.523133,4.918491,11.91486775,780,11.96338161,117.286499,6,2,4,14.457537,780,44.10541026,539.156,23.191,9.414,17.656,52.866,780,8.110248238,77.93071,4.24264,0.707107,3.038139,10,780
201903140909,123.5199005,3716,27,5,19,120,804,9.713843614,68.784869,5.86323,2.523133,4.918491,12.360774,804,11.85960624,149.471176,6.978505,2,4,14.997863,804,42.87222139,651.958,25.554,9.414,17.656,51.9615,804,7.845646918,74.684227,4.24264,0.632456,3.52127675,10.435516,804
201903140910,130.9777778,11283,25,5,19,96,765,9.416976027,119.85809,5.641896,2.523133,4.918491,11.055813,765,11.47116117,135.016479,6.708203,2,4,13.863621,765,41.87800784,512.736,25.898,9.414,17.656,47.796,765,7.564722886,111.122345,4.24264,0,3.535534,9,765
201903140911,168.7225025,12869,35,5,17,128,991,10.32605644,128.005155,6.675581,2.523133,4.652426,12.766153,991,12.42897309,162.142136,7.242118,2,4,15.5923625,991,45.99629869,1192.286,27.312,9.414,17.07,54.694,991,8.571731485,133.477798,5,0.707107,3,10.700056,991
201903140912,156.6872197,13421,27,5,13,105.25,892,9.672560147,130.721643,5.86323,2.523133,4.068429,11.57617825,892,11.87779486,140.232758,7.0656245,2,4,14.097621,892,43.69518386,643.028,26.14,9.414,15.656,52.5125,892,7.891634085,127.062233,4.3692535,0,2.828427,9.58369725,892
201903140913,137.5178827,14031,19,5,12,101,699,9.128974449,133.659358,4.918491,2.523133,3.90882,11.34007,699,11.83788389,225.701477,6,2,3.535534,15.267,699,45.32032618,1319.814,23.898,9.414,15.07,55.452,699,7.376077433,147.832458,3.88057,0.707107,2.828427,8.923024,699
201903140914,136.6050553,14464,16,5,13,79,633,8.724952005,135.706068,4.513517,2.523133,4.068429,10.029253,633,11.15052647,144.200012,5,1.414213,3.535534,13,633,42.29392417,535.386,21.07,9.414,15.07,44.866,633,7.047056782,136.800003,3.130495,0,2.828427,7.90484,633
201903140915,104.0094937,7945,15,5,12,77,632,8.060727948,100.577772,4.370194,2.523133,3.90882,9.901487,632,10.34873269,153.437378,4.91935,2,3.535534,12.14514975,632,38.81777215,625.016,18.07,9.414,14.4235,46.624,632,6.404195867,92.944908,3,0.632455,2.683281,7.778174,632
201903140916,114.1776,5263,15,5,11,61,625,7.983814061,81.860001,4.370194,2.523133,3.74241,8.812923,625,9.915508757,114.361259,4.472136,2,3.535534,11.287161,625,38.1673472,707.066,17.07,9.414,14.484,40.624,625,6.373080837,85.670174,3,0,2.683281,7,625
201903140917,118.6765677,4438,16,5,12,74.75,606,8.540348569,75.17072,4.513517,2.523133,3.90882,9.75570875,606,10.422148,107.945595,4.949747,2,3.241334,12.683799,606,40.728033,560.086,18.484,9.414,14.242,47.0635,606,7.004656183,86.332672,3,0.447214,2.828427,8.12794625,606
201903140918,138.0291971,8442,15,5,12,63.75,548,8.546694485,103.675881,4.370194,2.523133,3.90882,9.008923,548,10.99292158,190.89006,4.24264,2,3.535534,11.45462925,548,40.41359489,730.62,16.242,9.414,15.07,42.7705,548,6.71023138,75.499138,3,0.632456,2.828427,7.1690295,548
201903140919,140.3297101,8544,15,5,12,75,552,8.786288976,104.300329,4.370194,2.523133,3.90882,9.77205,552,10.96543193,130.53299,4.472136,2,3.535534,12.99950425,552,41.69996014,504.596,16.656,9.414,14.828,44.8915,552,7.156707489,122.640495,3,0,2.828427,8.485281,552
201903140920,159.6289855,19650,16,5,8,93.75,690,9.09848673,158.174451,4.513517,2.523133,3.191538,10.92545525,690,11.42729235,194.820618,5.656854,1.414213,2.828427,14.3241105,690,44.40509565,653.194,20.484,9.414,12.828,52.28,690,7.495019578,144.978271,3,0.707107,2,9.16170375,690
201903140921,136.3032345,7034,16,5,11,85.75,742,8.801780527,94.635971,4.513517,2.523133,3.74241,10.448904,742,11.93805722,174.731049,5,2,3.535534,13.458588,742,47.42520485,1249.292,20.605,9.414,14.242,46.038,742,7.008496704,89.088181,3,0.894427,2.236068,8,742
201903140922,112.7248428,7919,14,5,11,62,636,7.973486568,100.413067,4.222008,2.523133,3.74241,8.884866,636,9.910992135,113.985161,4.472136,2,3,11.16256275,636,38.55254403,633.538,16.656,9.414,14.242,40.124,636,6.466419643,109.053528,3,0.5547,2.236068,7.040195,636
201903140923,153.8484848,7784,20,5,12,90,693,9.406143255,99.553486,5.046265,2.523133,3.90882,10.704745,693,11.94743657,171.186157,5.385165,2,3.535534,14,693,45.24728427,524.876,20.726,9.414,14.484,48.624,693,7.79423829,81.534767,4,0,2.828427,9.170604,693
201903140924,191.6085409,7984,31,5,21,130.5,843,10.97165454,100.824325,6.282549,2.523133,5.170883,12.890196,843,14.23571487,178.535355,7.071068,2,4.357388,16.256002,843,51.41515777,697.69,27.07,9.414,18.828,57.815,843,8.798382032,100.868835,4.743416,0,4,10.5714765,843
201903140925,160.3777209,5709,26,5,21,120,781,10.38155854,85.257988,5.753627,2.523133,5.170883,12.360774,781,13.15948234,158,6,1.414213,4.24264,16,781,47.93002305,746.314,23.898,9.414,18.828,54.28,781,8.389873466,81.771065,4.24264,0.707107,4,10.261953,781
201903140926,192.7726131,20937,27,5,21,118,796,10.47163943,163.272215,5.86323,2.523133,5.170883,12.257335,796,13.00573658,184.021622,6.674493,1.414213,4.24264,15.6413935,796,48.07523869,832.008,25.019,9.414,18.484,54.28,796,8.526265168,150.475174,4.24264,0.707107,4,9.838699,796
201903140927,169.2106568,13142,26,5,20,113.5,807,10.18170396,129.355766,5.753627,2.523133,5.046265,12.021314,807,12.75055715,209.741043,6.548462,2,4.24264,15,807,46.53087732,919.638,23.898,10.242,18.484,50.866,807,8.275536721,114.218369,4.24264,0.707107,4,9.835078,807
201903140928,205.6902778,11659,25,5,21,89.5,720,10.47649852,121.838827,5.641896,2.523133,5.170883,10.67484375,720,13.1512636,155.614655,6,2,4.427188,14,720,47.25654722,624.302,22.191,9.414,18.484,49.2545,720,8.473885569,117.485863,4.24264,0.447214,4,8.485281,720
